# Program:featureCounts v1.5.2; Command:"/data/biohub/local/subread-1.5.2-Linux-x86_64/bin/featureCounts" "-Q" "10" "-s" "2" "-T" "16" "-p" "-a" "/data/biohub/Refs/zebrafish/Danio_rerio.GRCz10.88.gtf" "-o" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/featureCounts/rRNA_genes.out" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/10_Ps2Ex3M1_WT_6month_07_07_2016_F3_86_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/2_Ps2Ex3M1_Heter_6month_07_07_2016_F3_81_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/7_Ps2Ex3M1_Hom_6month_07_07_2016_F3_83_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/1_Ps2Ex3M1_Heter_6month_07_07_2016_F3_80_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/8_Ps2Ex3M1_Hom_6month_07_07_2016_F3_85_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/3_Ps2Ex3M1_Heter_6month_07_07_2016_F3_84_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/4_Ps2Ex3M1_Heter_6month_07_07_2016_F3_89_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/6_Ps2Ex3M1_Hom_6month_07_07_2016_F3_82_Fem_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam
ENSDARG00000067976	5;5;5;5;5;5;5;5	34961454;35007722;35015002;35071039;35073161;35073973;35074984;35078355	34963021;35007873;35015118;35071317;35073305;35074103;35075135;35078987	+;+;+;+;+;+;+;+	3177	220	323	275	265
ENSDARG00000035420	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	35082530;35082951;35083544;35083662;35083962;35083962;35090267;35090267;35108865;35112669;35112669;35113646;35113679;35116470;35116470;35116830;35116830;35118489;35118489;35122919;35122919;35123080;35123080;35123604;35123604;35124607;35124607;35125394;35125953;35125953;35126068;35126068;35126068;35128037;35128037;35128037;35128202;35128202;35130168;35130168;35131160;35131160;35131214;35131220;35131479;35131479;35131479;35131479;35132232;35132232;35132232;35132232;35132947;35132947;35132947;35132947;35134500;35134500;35134500;35134500;35135403;35135403;35135403;35135403;35143082;35143082;35143082;35143082	35083103;35083111;35083871;35083871;35084001;35084001;35090317;35090317;35108871;35112798;35112798;35113987;35113987;35116608;35116608;35116989;35116989;35118594;35118594;35122977;35122977;35123164;35123164;35123678;35123678;35124669;35124669;35125986;35125986;35125986;35126146;35126146;35126146;35128074;35128128;35128128;35128302;35128302;35130300;35130300;35131264;35131264;35131264;35131264;35131589;35131589;35131589;35131589;35132333;35132333;35132333;35132333;35133018;35133018;35133018;35133018;35134561;35134561;35134561;35134561;35135498;35135498;35135498;35135498;35143610;35143588;35143588;35143588	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4242	339	371	246	286
ENSDARG00000054433	5;5;5;5;5;5;5;5;5;5;5;5;5;5	35144470;35144552;35148678;35148678;35149294;35149294;35149514;35149514;35149643;35149643;35151703;35151703;35153979;35153979	35144560;35144799;35148806;35148806;35149372;35149372;35149556;35149556;35149768;35149768;35151860;35151860;35154725;35154729	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1616	164	242	214	272
ENSDARG00000014003	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	35186081;35186081;35221145;35221145;35232789;35232789;35241073;35241073;35243002;35243002;35246680;35250219;35250463;35250755;35252978;35253281;35253448;35259575;35259575;35261781;35261781;35264590;35264590	35186440;35186440;35221216;35221216;35232870;35232870;35241136;35241136;35243945;35244308;35246853;35250378;35250661;35250965;35253089;35253502;35253502;35259792;35259792;35261957;35261957;35266020;35266020	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4789	106	118	134	99
ENSDARG00000083770	5	35223265	35223395	-	131	0	0	0	0
ENSDARG00000068731	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	35274932;35277322;35279784;35288058;35293754;35296944;35297368;35298498;35301941;35303954;35304200;35304715;35306802;35312770;35313093;35334760;35340447;35353212	35275071;35277534;35280194;35288287;35293825;35297015;35297439;35298569;35302012;35304028;35304271;35304786;35306873;35312841;35313198;35334831;35340575;35353319	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2132	107	119	112	102
ENSDARG00000067981	5;5;5;5;5;5;5	35355290;35360394;35360606;35364672;35364898;35365075;35367034	35355514;35360511;35360647;35364816;35364987;35365167;35367291	+;+;+;+;+;+;+	971	174	235	184	296
ENSDARG00000007723	5;5;5;5;5	35670863;35674564;35675033;35695849;35728417	35671248;35674713;35675125;35696126;35728535	-;-;-;-;-	1026	394	355	409	320
ENSDARG00000060152	5;5;5	35815825;35816689;35821702	35816550;35816860;35822009	+;+;+	1206	111	91	129	156
ENSDARG00000074591	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	35839252;35839252;35885643;35886269;35894119;35894119;35894309;35894309;35896220;35896220;35896865;35896865;35898329;35898329;35898595;35898595	35839683;35839683;35885706;35886332;35894154;35894154;35894494;35894494;35896251;35896251;35896916;35896916;35898459;35898459;35898877;35898877	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1280	19	22	28	12
ENSDARG00000094666	5;5	35905320;35906162	35905509;35906466	+;+	495	0	0	0	0
ENSDARG00000004256	5;5;5;5;5	35913452;35914193;35915688;35916290;35918793	35913604;35914428;35915965;35916582;35919964	+;+;+;+;+	2132	1	5	1	1
ENSDARG00000002184	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	35930683;35930728;35930903;35931618;35931618;35931618;35934997;35935007;35935007;35936048;35936048;35936048;35936214;35936214;35936418;35936418;35938940	35930964;35930964;35930964;35931932;35931932;35931932;35935202;35935202;35935202;35936211;35936124;35936124;35936323;35936323;35937296;35937822;35938955	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2498	341	428	360	422
ENSDARG00000067806	5;5;5;5;5;5;5;5;5;5;5	35938382;35938961;35939245;35940025;35942591;35943122;35946142;35946440;35948311;35948572;35948765	35938768;35939105;35939289;35940090;35942644;35943166;35946218;35946509;35948475;35948674;35948871	-;-;-;-;-;-;-;-;-;-;-	1264	3	3	0	2
ENSDARG00000035330	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	35951317;35951322;35951491;35951588;35957874;35957874;35958101;35958101;35960316;35960316;35960788;35961347;35961347;35962885;35962885;35963049;35963049;35963222;35963222;35963835;35963835;35964037;35964037;35965202;35965202;35965458;35965458;35965699;35965699;35967442;35967442;35967765;35967765;35968092;35968092;35969913;35969913;35977256;35977256;35977579;35977579;35977805;35977805;35978046;35978046;35978212;35978212;35982057;35982057;35982492;35982492;35982803;35982803;35983100;35983100;35983381;35983381;35984602;35984602;35984796;35984796;35985144;35985144;35985439;35985439;35985695;35985695;35986003;35986003;35986223;35986591;35986591;35986591;35988142;35988142;35988142;35988479;35988479;35988479;35988685;35988685;35988685;35989382;35989382;35989382;35990778;35990778;35990778;35991867;35991867;35991867	35951582;35951731;35951731;35951591;35958024;35958024;35958323;35958323;35960411;35960411;35960853;35961463;35961463;35962952;35962952;35963133;35963133;35963314;35963314;35963957;35963957;35964104;35964104;35965379;35965379;35965556;35965556;35965807;35965807;35967653;35967653;35967930;35967930;35968299;35968299;35970139;35970139;35977431;35977431;35977698;35977698;35977954;35977954;35978126;35978126;35978342;35978342;35982198;35982198;35982692;35982692;35982907;35982907;35983273;35983273;35983554;35983554;35984709;35984709;35984923;35984923;35985311;35985311;35985546;35985546;35985881;35985881;35986284;35986284;35986284;35986815;35986815;35986815;35988383;35988383;35988383;35988601;35988601;35988601;35988801;35988801;35988801;35989505;35989505;35989505;35990892;35990892;35990892;35992241;35992162;35992154	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6460	2122	2354	1666	2089
ENSDARG00000028401	5;5;5;5	35994996;35994996;35997154;35997154	35996839;35996824;35997483;35997459	-;-;-;-	2174	99	159	138	180
ENSDARG00000009939	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	35998954;35998954;35998993;35998996;36002005;36002005;36002005;36002005;36002635;36002635;36002635;36002635;36002792;36002792;36002792;36002792;36002993;36002993;36002993;36002993;36005156;36005156;36005156;36005156;36005774;36005774;36005958;36005958;36005958;36007132;36007132;36007132;36007697;36007697;36007697;36007883;36007946;36007946;36008373;36008373;36008373	35999190;35999190;35999190;35999190;36002140;36002140;36002140;36002140;36002666;36002666;36002666;36002666;36002867;36002867;36002867;36002867;36003040;36003040;36003040;36003040;36005412;36005238;36005238;36005238;36005827;36005827;36006052;36006052;36006052;36007303;36007303;36007303;36007805;36007805;36007805;36008103;36008103;36008103;36009547;36009547;36009547	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2612	158	212	125	135
ENSDARG00000020178	5;5;5;5;5;5;5;5	36010975;36014043;36018454;36018454;36024433;36024433;36025441;36025441	36011210;36014498;36018597;36018597;36024599;36024599;36026493;36025590	+;+;+;+;+;+;+;+	2056	2763	3163	1840	3288
ENSDARG00000077253	5;5;5;5;5;5;5;5;5;5;5	36049911;36049943;36050315;36050315;36050490;36050490;36053313;36053372;36053540;36053721;36053721	36050178;36050178;36050383;36050383;36050550;36050562;36053464;36053638;36053638;36054545;36053887	+;+;+;+;+;+;+;+;+;+;+	1561	40	70	110	78
ENSDARG00000035329	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36054664;36054750;36054756;36055369;36055483;36055483;36055483;36057832;36057832;36057832;36057832;36060811;36060811;36060811;36060811;36060905;36060962;36060989;36060989;36060989;36060989;36061126;36061126;36061126;36061126;36061126;36061126;36061484;36061484;36061484;36061484;36061484;36061770;36061770;36061770;36061770;36061770;36063877;36063877;36063877;36063877;36063877;36064887;36064887;36064887;36064887;36065044;36065044;36065044;36065044	36054805;36054805;36054805;36055552;36055552;36055552;36055552;36057868;36057868;36057868;36057868;36060903;36060903;36060903;36060903;36061046;36061046;36061046;36061046;36061046;36061046;36061190;36061190;36061190;36061556;36061190;36061190;36061552;36061552;36061552;36061552;36061552;36061848;36061848;36061848;36061848;36061848;36063993;36063993;36063993;36064020;36063993;36064945;36064945;36064945;36064945;36065079;36065541;36065541;36065541	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1809	305	582	406	460
ENSDARG00000053716	5;5;5;5	36066562;36068083;36069779;36073007	36066645;36068250;36070249;36074870	+;+;+;+	2587	171	209	196	178
ENSDARG00000004232	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36093706;36093736;36093835;36094105;36094105;36094105;36094830;36094830;36094990;36094993;36095726;36095726;36097887;36097887;36099988;36099988	36093971;36093971;36093971;36094408;36094344;36094344;36094896;36094896;36095250;36095250;36096087;36096087;36098103;36098103;36101600;36101607	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3097	45	26	50	29
ENSDARG00000011239	5;5;5;5	36130573;36132023;36135639;36138754	36130793;36132103;36135671;36139356	+;+;+;+	938	472	710	438	453
ENSDARG00000008414	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36143402;36147197;36148983;36149570;36152357;36152574;36152790;36152791;36153482;36153482;36155271;36155271;36155494;36155494;36155706;36155706;36156339;36156339;36161949;36161949	36143495;36147725;36149203;36150344;36152471;36152684;36152891;36152891;36153592;36153592;36155406;36155406;36155616;36155616;36155861;36155861;36156460;36156460;36163241;36163224	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3888	91	86	77	38
ENSDARG00000023914	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36168521;36180990;36186450;36186450;36191434;36191434;36200016;36200016;36201323;36201323;36201588;36201588;36201777;36201777;36202105;36202105;36204940;36204940;36205280;36205280;36205511;36205511;36208055;36208055;36208302;36208314;36209670;36209670;36209857;36209902;36219264;36219264;36221725;36221725	36168669;36181629;36186647;36186647;36191487;36191487;36200064;36200064;36201388;36201388;36201658;36201658;36201833;36201833;36202341;36202341;36205059;36205059;36205379;36205379;36205620;36205620;36208229;36208229;36208525;36208525;36209773;36209773;36210141;36210141;36219308;36219308;36222265;36222067	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3225	3545	3052	2043	3013
ENSDARG00000035327	5;5;5;5;5;5;5;5	36231926;36232529;36232808;36233497;36234650;36235576;36235836;36237593	36232425;36232718;36232931;36233668;36234782;36235730;36236044;36237693	-;-;-;-;-;-;-;-	1584	69	191	95	150
ENSDARG00000035326	5;5;5;5;5;5	36250497;36252392;36252630;36253090;36253448;36253671	36251063;36252478;36252726;36253185;36253586;36254402	+;+;+;+;+;+	1718	220	367	359	255
ENSDARG00000008912	5;5;5;5;5;5;5;5;5;5;5	36270584;36273458;36274516;36278097;36279524;36283488;36286764;36288973;36291622;36291843;36292194	36270889;36273595;36274743;36278351;36279967;36283837;36286867;36289085;36291721;36292112;36292570	+;+;+;+;+;+;+;+;+;+;+	2685	124	127	134	76
ENSDARG00000035325	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36295392;36295433;36295433;36295433;36295454;36295462;36295465;36295469;36295479;36295496;36295507;36295556;36295612;36295612;36295612;36295612;36295612;36295629;36295629;36295629;36295629;36295707;36295786;36296662;36296662;36296662;36296662;36296662;36296662;36296662;36296662;36296662;36296662;36296662;36296662;36296662;36296780;36297242;36297242;36297242;36297242;36297242;36297242;36297242;36297242;36297242;36297242;36297242;36297242;36297498;36297498;36297498;36297498;36297498;36297498;36297498;36297498;36297498;36297498;36297642;36297642;36297642;36297642;36297645;36298056;36298056;36298056;36298056;36298056;36298056;36298056;36298056;36298056;36298311;36298311;36298311;36298311;36298311;36298311;36298311;36298494;36298494;36298494;36298494;36298494	36295521;36295521;36295521;36295716;36295521;36295521;36295521;36295521;36295521;36295521;36295716;36295716;36295716;36295716;36295716;36295716;36295716;36295716;36295716;36295716;36295716;36295852;36295852;36296886;36297349;36296980;36296886;36296886;36297029;36296886;36296886;36296886;36296886;36296886;36296886;36296886;36296886;36297421;36297421;36297421;36297421;36297421;36297305;36297421;36297421;36297421;36297421;36297421;36297421;36297566;36297566;36297608;36297809;36297566;36297575;36297566;36297566;36297566;36297566;36297680;36297680;36297680;36297680;36297680;36298175;36298175;36298116;36298175;36298175;36298175;36298175;36298117;36298175;36298409;36298404;36298402;36298409;36298409;36298409;36298409;36298765;36298989;36298991;36298575;36298991	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2250	583	653	564	698
ENSDARG00000035324	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36299538;36300004;36300015;36300023;36300761;36300761;36300761;36300761;36301799;36301799;36301799;36301799;36302165;36302165;36302165;36302165;36302415;36302421;36302421;36302421;36302421;36302913;36302913;36302913;36302913;36302913;36306167;36306895;36307049;36307049;36307049;36307328;36307328;36307328;36307328;36307678;36307678;36307678;36307678;36309103;36310371;36310748;36311227;36311426	36299586;36300109;36300109;36300109;36300879;36300879;36300879;36300879;36302036;36302036;36302036;36302036;36302250;36302250;36302250;36302250;36302517;36302517;36302517;36302517;36302517;36303193;36302985;36302985;36302985;36302985;36306238;36307084;36307084;36307084;36307084;36307396;36307396;36307396;36307396;36307949;36307945;36307949;36307735;36309224;36310572;36310805;36311322;36311750	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2388	1276	1398	1167	1289
ENSDARG00000015937	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36311472;36313270;36313613;36316080;36316080;36316080;36316366;36316366;36316366;36316574;36316574;36316574;36320045;36320045;36321255;36321255;36321455;36321455;36322240;36322240;36322427;36322427;36323195;36323195;36323903;36323903;36324067;36324067	36311559;36313981;36313981;36316253;36316253;36316253;36316501;36316501;36316501;36316637;36316637;36316637;36320140;36320140;36321361;36321361;36321528;36321528;36322318;36322318;36322481;36322481;36323279;36323279;36323985;36323985;36324356;36324359	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2046	112	160	167	164
ENSDARG00000011989	5;5;5	36332565;36333825;36334585	36333087;36333976;36336290	+;+;+	2381	149	4	253	0
ENSDARG00000097813	5;5	36334415;36343759	36335175;36343822	-;-	825	1	0	2	0
ENSDARG00000033009	5;5;5;5	36345114;36348053;36348290;36349263	36346457;36348206;36348433;36349323	-;-;-;-	1703	3329	3720	3425	3751
ENSDARG00000035340	5;5	36374617;36396227	36374886;36398359	+;+	2403	1074	1369	928	1289
ENSDARG00000030087	5;5;5;5;5;5;5;5	36431885;36432776;36433533;36433932;36435825;36435825;36436144;36436144	36432691;36432893;36433737;36434020;36436061;36436061;36436776;36437930	+;+;+;+;+;+;+;+	3243	906	1144	1143	1261
ENSDARG00000035339	5;5;5;5;5;5;5;5;5;5	36440501;36441353;36442223;36443396;36443716;36443989;36445493;36445521;36446437;36446437	36441244;36441406;36442276;36443552;36443823;36444114;36445588;36445588;36447013;36447015	-;-;-;-;-;-;-;-;-;-	1918	1	9	3	4
ENSDARG00000101155	5;5;5	36443396;36443716;36443989	36443552;36443823;36444109	-;-;-	386	0	0	0	0
ENSDARG00000102918	5	36453725	36453845	+	121	0	0	0	0
ENSDARG00000035338	5;5;5;5	36456665;36461029;36461316;36465096	36456802;36461234;36461469;36465588	+;+;+;+	991	1493	2756	1340	1898
ENSDARG00000100476	5;5;5;5;5;5	36468070;36468925;36469211;36469414;36472523;36472523	36468180;36469554;36469315;36469554;36473034;36473663	+;+;+;+;+;+	1882	12	25	25	32
ENSDARG00000033466	5;5;5;5;5;5;5;5;5;5	36487430;36488533;36491477;36491477;36491752;36491752;36493184;36493184;36494603;36494603	36487619;36488765;36491661;36491661;36491923;36491923;36493286;36493286;36494798;36495307	+;+;+;+;+;+;+;+;+;+	1588	94	125	128	151
ENSDARG00000039436	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36501224;36501240;36501884;36501909;36502174;36502174;36502174;36502174;36502481;36502947;36502947;36502947;36502947;36503199;36506378;36506378;36506378;36506639;36506639;36506639;36508479;36508479;36508479;36513212;36513212;36513212;36513994;36513994;36513994;36515985;36515985;36515985;36517604	36502085;36502085;36502085;36502085;36502270;36502270;36502270;36502273;36502483;36503103;36503103;36503103;36503103;36503334;36506529;36506529;36506529;36506823;36506823;36506823;36508599;36508599;36508599;36513365;36513365;36513365;36514145;36514145;36514145;36516104;36516114;36516112;36517625	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2174	6	10	10	8
ENSDARG00000075580	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36531665;36531867;36534088;36534088;36534350;36534350;36537084;36537084;36541166;36541166;36541648;36541648;36557272;36557272;36559126;36560276;36564139;36566791;36569254;36589062;36589268;36589268;36593695;36593695;36596454;36596454;36598898;36598898;36607238;36607238;36607527;36607527;36607725;36607725;36609184;36609184;36647261	36531982;36531982;36534165;36534165;36534487;36534487;36537196;36537196;36541229;36541229;36541695;36541701;36557357;36557412;36559164;36560324;36564198;36566859;36569358;36589126;36589368;36589368;36593791;36593791;36596541;36596541;36599028;36599028;36607374;36607374;36607632;36607632;36607851;36607851;36609328;36609328;36647558	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2523	439	414	457	483
ENSDARG00000083229	5	36644325	36644428	-	104	6	10	6	9
ENSDARG00000104190	5;5;5	36667094;36667806;36667967	36667201;36667875;36668046	-;-;-	258	0	0	0	0
ENSDARG00000103956	5;5;5;5;5;5;5;5;5;5;5	36677089;36679884;36680156;36680677;36683665;36683831;36684048;36684115;36684217;36686111;36686111	36677444;36680030;36680247;36680768;36683722;36683883;36684119;36684340;36684340;36686921;36686697	+;+;+;+;+;+;+;+;+;+;+	1902	284	229	163	142
ENSDARG00000078911	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36690107;36690107;36690433;36691088;36691088;36691088;36692230;36692230;36692230;36693596;36693596;36693596;36693865;36693865;36693865;36695274;36695274;36695274;36695447;36695447;36695447;36695712;36695712;36695712;36695961;36695961;36698360;36698360;36698972;36698972;36699866;36700907;36701061;36701343;36701622;36703299;36703490;36703726;36707002;36707158;36707400;36707667;36709558;36712328	36690245;36690245;36690581;36691172;36691172;36691172;36692341;36692341;36692341;36693705;36693705;36693705;36693932;36693932;36693932;36695368;36695368;36695368;36695511;36695511;36695511;36695839;36695877;36695877;36696166;36696166;36698403;36698403;36699076;36699076;36699920;36700973;36701227;36701505;36701701;36703386;36703618;36703921;36707079;36707191;36707544;36707777;36709748;36712800	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3321	1199	1262	854	1000
ENSDARG00000060249	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36716512;36716701;36719309;36719545;36719792;36720002;36721080;36721321;36721522;36723047;36723291;36725639;36729025;36731393;36731588;36733530;36736646;36738908;36740815	36716618;36716835;36719436;36719660;36719893;36720193;36721202;36721437;36721586;36723185;36723549;36725722;36729161;36731485;36731721;36734142;36736723;36738941;36740930	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2772	835	1014	954	970
ENSDARG00000086463	5;5;5;5;5;5;5;5;5;5;5;5	36743490;36743537;36743537;36754801;36754801;36754801;36806205;36813586;36822653;36822933;36833222;36839030	36743542;36743935;36743935;36754878;36754878;36754878;36806349;36813718;36822849;36823728;36833335;36840296	+;+;+;+;+;+;+;+;+;+;+;+	3176	3	3	5	3
ENSDARG00000103786	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36743491;36754801;36780201;36798185;36798185;36806205;36806205;36806205;36813586;36813586;36813586;36822653;36822653;36822933;36822933;36833222;36833222;36839030;36839030	36743542;36754890;36780691;36798256;36798256;36806349;36806349;36806349;36813718;36813718;36813718;36822849;36822849;36823728;36823728;36833335;36833335;36840306;36840298	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3367	55	38	53	66
ENSDARG00000089543	5;5	36888191;36894423	36888343;36896815	+;+	2546	240	301	328	174
ENSDARG00000104485	5;5	36904156;36907654	36905237;36910733	+;+	4162	444	630	557	640
ENSDARG00000035682	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	36917524;36917806;36952427;36952708;36954941;36955197;36956133;36961071;36961305;36962965;36963162;36963316;36964118;36964314;36964968;36965192;36965963;36967782;36968107;36969928;36970136;36973189;36973439;36973607;36975104;36977132;36977522;36978765;36980667;36980852;36983874	36917731;36918302;36952575;36952825;36955107;36955302;36956219;36961193;36961457;36963078;36963175;36963385;36964204;36964439;36965096;36965320;36966082;36967904;36968229;36970047;36970264;36973350;36973522;36973735;36975241;36977272;36977680;36978926;36980756;36980983;36985323	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5539	257	303	388	249
